# Region type : patch Inlet
# Faces  :    288
# Area   :    1.406185e+00
# Time        	sum(phi)
49.5902       	-5.000000e+00
49.5933       	-5.000000e+00
49.5964       	-5.000000e+00
49.5995       	-5.000000e+00
49.6025       	-5.000000e+00
49.6055       	-5.000000e+00
49.6086       	-5.000000e+00
49.6116       	-5.000000e+00
49.6146       	-5.000000e+00
49.6177       	-5.000000e+00
49.6207       	-5.000000e+00
49.6238       	-5.000000e+00
49.6268       	-5.000000e+00
49.6299       	-5.000000e+00
49.6328       	-5.000000e+00
49.6355       	-5.000000e+00
49.6381       	-5.000000e+00
49.6408       	-5.000000e+00
49.6438       	-5.000000e+00
49.6469       	-5.000000e+00
49.6501       	-5.000000e+00
49.6531       	-5.000000e+00
49.6558       	-5.000000e+00
49.6586       	-5.000000e+00
49.6613       	-5.000000e+00
49.6642       	-5.000000e+00
49.6672       	-5.000000e+00
49.6703       	-5.000000e+00
49.6735       	-5.000000e+00
49.6767       	-5.000000e+00
49.6799       	-5.000000e+00
49.683        	-5.000000e+00
49.6861       	-5.000000e+00
49.6892       	-5.000000e+00
49.6922       	-5.000000e+00
49.6953       	-5.000000e+00
49.6983       	-5.000000e+00
49.7014       	-5.000000e+00
49.7044       	-5.000000e+00
49.7075       	-5.000000e+00
49.7105       	-5.000000e+00
49.7136       	-5.000000e+00
49.7166       	-5.000000e+00
49.7197       	-5.000000e+00
49.7227       	-5.000000e+00
49.7258       	-5.000000e+00
49.7289       	-5.000000e+00
49.732        	-5.000000e+00
49.7349       	-5.000000e+00
49.7378       	-5.000000e+00
49.741        	-5.000000e+00
49.7441       	-5.000000e+00
49.7472       	-5.000000e+00
49.7502       	-5.000000e+00
49.7533       	-5.000000e+00
49.7563       	-5.000000e+00
49.7594       	-5.000000e+00
49.7625       	-5.000000e+00
49.7656       	-5.000000e+00
49.7687       	-5.000000e+00
49.7718       	-5.000000e+00
49.7749       	-5.000000e+00
49.7781       	-5.000000e+00
49.7812       	-5.000000e+00
49.7843       	-5.000000e+00
49.7874       	-5.000000e+00
49.7904       	-5.000000e+00
49.7936       	-5.000000e+00
49.7967       	-5.000000e+00
49.7999       	-5.000000e+00
49.803        	-5.000000e+00
49.8061       	-5.000000e+00
49.8093       	-5.000000e+00
49.8124       	-5.000000e+00
49.8155       	-5.000000e+00
49.8183       	-5.000000e+00
49.8209       	-5.000000e+00
49.8237       	-5.000000e+00
49.8266       	-5.000000e+00
49.8296       	-5.000000e+00
49.8327       	-5.000000e+00
49.8359       	-5.000000e+00
49.8392       	-5.000000e+00
49.8422       	-5.000000e+00
49.8453       	-5.000000e+00
49.8486       	-5.000000e+00
49.8519       	-5.000000e+00
49.8552       	-5.000000e+00
49.8585       	-5.000000e+00
49.8617       	-5.000000e+00
49.8649       	-5.000000e+00
49.8682       	-5.000000e+00
49.8714       	-5.000000e+00
49.8744       	-5.000000e+00
49.8774       	-5.000000e+00
49.8805       	-5.000000e+00
49.8836       	-5.000000e+00
49.887        	-5.000000e+00
49.8903       	-5.000000e+00
49.8936       	-5.000000e+00
49.8969       	-5.000000e+00
49.9003       	-5.000000e+00
49.9036       	-5.000000e+00
49.9069       	-5.000000e+00
49.9101       	-5.000000e+00
49.9133       	-5.000000e+00
49.9165       	-5.000000e+00
49.9196       	-5.000000e+00
49.9226       	-5.000000e+00
49.9256       	-5.000000e+00
49.9286       	-5.000000e+00
49.9315       	-5.000000e+00
49.9345       	-5.000000e+00
49.9375       	-5.000000e+00
49.9405       	-5.000000e+00
49.9434       	-5.000000e+00
49.9464       	-5.000000e+00
49.9492       	-5.000000e+00
49.9521       	-5.000000e+00
49.9549       	-5.000000e+00
49.9575       	-5.000000e+00
49.9604       	-5.000000e+00
49.9632       	-5.000000e+00
49.966        	-5.000000e+00
49.9689       	-5.000000e+00
49.9717       	-5.000000e+00
49.9748       	-5.000000e+00
49.978        	-5.000000e+00
49.9811       	-5.000000e+00
49.9843       	-5.000000e+00
49.9874       	-5.000000e+00
49.9906       	-5.000000e+00
49.9937       	-5.000000e+00
49.9969       	-5.000000e+00
50            	-5.000000e+00
50.0036       	-5.000000e+00
50.0075       	-5.000000e+00
50.0112       	-5.000000e+00
50.0145       	-5.000000e+00
50.0176       	-5.000000e+00
50.0206       	-5.000000e+00
50.0236       	-5.000000e+00
50.0266       	-5.000000e+00
50.0295       	-5.000000e+00
50.0323       	-5.000000e+00
50.0351       	-5.000000e+00
50.0378       	-5.000000e+00
50.0402       	-5.000000e+00
50.0425       	-5.000000e+00
50.045        	-5.000000e+00
50.0476       	-5.000000e+00
50.0505       	-5.000000e+00
50.0534       	-5.000000e+00
50.0564       	-5.000000e+00
50.0596       	-5.000000e+00
50.0629       	-5.000000e+00
50.0664       	-5.000000e+00
50.0702       	-5.000000e+00
50.0739       	-5.000000e+00
50.0776       	-5.000000e+00
50.0809       	-5.000000e+00
50.0841       	-5.000000e+00
50.0873       	-5.000000e+00
50.0905       	-5.000000e+00
50.0937       	-5.000000e+00
50.0969       	-5.000000e+00
50.1          	-5.000000e+00
50.1032       	-5.000000e+00
50.1063       	-5.000000e+00
50.1094       	-5.000000e+00
50.1124       	-5.000000e+00
50.1154       	-5.000000e+00
50.1183       	-5.000000e+00
50.1212       	-5.000000e+00
50.1238       	-5.000000e+00
50.1263       	-5.000000e+00
50.1289       	-5.000000e+00
50.1316       	-5.000000e+00
50.1344       	-5.000000e+00
50.1372       	-5.000000e+00
50.14         	-5.000000e+00
50.143        	-5.000000e+00
50.1461       	-5.000000e+00
50.1493       	-5.000000e+00
50.1526       	-5.000000e+00
50.1556       	-5.000000e+00
50.1586       	-5.000000e+00
50.1616       	-5.000000e+00
50.1645       	-5.000000e+00
50.1671       	-5.000000e+00
50.1698       	-5.000000e+00
50.1727       	-5.000000e+00
50.1755       	-5.000000e+00
50.1784       	-5.000000e+00
50.1813       	-5.000000e+00
50.1843       	-5.000000e+00
50.1873       	-5.000000e+00
50.1903       	-5.000000e+00
50.1933       	-5.000000e+00
50.1962       	-5.000000e+00
50.1991       	-5.000000e+00
50.2019       	-5.000000e+00
50.2047       	-5.000000e+00
50.2074       	-5.000000e+00
50.21         	-5.000000e+00
50.2125       	-5.000000e+00
50.2148       	-5.000000e+00
50.2171       	-5.000000e+00
50.2194       	-5.000000e+00
50.2219       	-5.000000e+00
50.2244       	-5.000000e+00
50.2271       	-5.000000e+00
50.23         	-5.000000e+00
50.2329       	-5.000000e+00
50.236        	-5.000000e+00
50.239        	-5.000000e+00
50.242        	-5.000000e+00
50.2446       	-5.000000e+00
50.2472       	-5.000000e+00
50.2499       	-5.000000e+00
50.2527       	-5.000000e+00
50.2556       	-5.000000e+00
50.2585       	-5.000000e+00
50.2614       	-5.000000e+00
50.2644       	-5.000000e+00
50.2675       	-5.000000e+00
50.2706       	-5.000000e+00
50.2737       	-5.000000e+00
50.2769       	-5.000000e+00
50.28         	-5.000000e+00
50.283        	-5.000000e+00
50.286        	-5.000000e+00
50.2888       	-5.000000e+00
50.2916       	-5.000000e+00
50.2943       	-5.000000e+00
50.2968       	-5.000000e+00
50.2993       	-5.000000e+00
50.3017       	-5.000000e+00
50.3041       	-5.000000e+00
